,Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8
1309,x Stonley,Jamaica Plain,02130,28,28,0,23.0,23.0,0.0,5,5,0.0,Rental,Private,,
1310,x Stoughton Neighborhood Homes,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1311,x Stratton Street,Dorchester,02124,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1312,x Summit Aveue,Brighton,02135,15,0,15,14.0,0.0,14.0,1,0,1.0,Ownership,Private,,
1313,x Sumner Street,East Boston,02128,34,34,0,29.0,29.0,0.0,5,5,0.0,Rental,Private,,
1314,x Sumner Street [Clippership Wharf Offsite Affd],East Boston,02128,30,0,30,16.0,0.0,16.0,14,0,14.0,Ownership,Public,,
1315,x SUSSEX (RDP),Roxbury,02120,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1316,x Sussex Street (RDP),Roxbury,02120,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1317,x Taber St,Roxbury,02119,45,0,45,39.0,0.0,39.0,6,0,6.0,Ownership,Private,,
1318,x Tafthill Park,Roslindale,02131,19,0,19,17.0,0.0,17.0,2,0,2.0,Ownership,Private,,
1319,x Talbot Ave,Dorchester,02124,14,14,0,0.0,0.0,0.0,14,14,0.0,Rental,Private,,
1320,x Talbot Ave (REO),Dorchester,02124,4,3,1,0.0,0.0,0.0,4,3,1.0,Ownership/Rental,Private,,
1321,x Talbot Avenue,Dorchester,02124,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,
1322,x Tennis Road,Mattapan,02126,12,12,0,0.0,0.0,0.0,12,12,0.0,Rental,Private,,
1323,x Toledo Terrace,Dorchester,02122,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1324,x Tonawanda St (Johnson VUP),Dorchester,02124,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
1325,x Topliff St (REO),Dorchester,02122,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1326,x Tremlett Street,Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1327,x Tremont,South End,02118,4,4,0,3.0,3.0,0.0,1,1,0.0,Rental,Private,,
1328,x Tremont St,South End,02118,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,
1329,x Tremont Street,Mission Hill,02120,18,18,0,16.0,16.0,0.0,2,2,0.0,Rental,Private,,
1330,x Tremont Street Apartments,Brighton,02135,62,62,0,54.0,54.0,0.0,8,8,0.0,Rental,Private,,
1331,x Truman Parkway,Hyde Park,02136,46,46,0,40.0,40.0,0.0,6,6,0.0,Rental,Private,,
1332,x Union Ave,Jamaica Plain,02130,59,59,0,0.0,0.0,0.0,59,59,0.0,Rental,Private,,
1333,x Verrill St & x 0-x 4 Ballou Ave,Dorchester,02124,18,18,0,0.0,0.0,0.0,18,18,0.0,Rental,Private,,
1334,x W Broadway,South Boston,02127,42,0,42,37.0,0.0,37.0,5,0,5.0,Ownership,Private,,
1335,x W Broadway [Seaport Square Block M Offsite],South Boston,02127,16,16,0,0.0,0.0,0.0,16,16,0.0,Rental,Private,,
1336,x W Newton St,South End,02118,28,28,0,1.0,1.0,0.0,27,27,0.0,Rental,Private,,
1337,x W Park St (AOP),Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1338,x W Second,South Boston,02127,29,0,29,25.0,0.0,25.0,4,0,4.0,Ownership,Private,,
1339,x W Second St,South Boston,02127,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1340,x Walk Hill St (Johnson VUP),Mattapan,02126,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1341,x Walley St,East Boston,02128,38,0,38,33.0,0.0,33.0,5,0,5.0,Ownership,Private,,
1342,x Wareham,South End,02118,18,0,18,16.0,0.0,16.0,2,0,2.0,Ownership,Private,,
1343,x Warren St. Lodging,Roxbury,02121,21,21,0,0.0,0.0,0.0,21,21,0.0,Rental,Private,,
1344,x Warren Street (1-4),Roxbury,02119,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1345,x Warren Supportive Housing Phase 1 - Acquisition,Roxbury,02121,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,
1346,x Washington,West Roxbury,02132,46,46,0,40.0,40.0,0.0,6,6,0.0,Rental,Private,,
1347,x Washington (Archer/Bonell),Roxbury,02119,12,12,0,11.0,11.0,0.0,1,1,0.0,Rental,Private,,
1348,x Washington [Belvidere/Dalton East Offsites],Roxbury,02119,16,0,16,9.0,0.0,9.0,7,0,7.0,Ownership,Private,,
1349,x Washington St,South End,02118,15,15,0,,0.0,0.0,15,15,0.0,Rental,public,,
1350,x Washington St (AOP),Roslindale,02131,26,26,0,0.0,0.0,0.0,26,26,0.0,Rental,Private,,
1351,x Washington St AB&W Cooperative Building,Dorchester,02121,24,24,0,0.0,0.0,0.0,24,24,0.0,Rental,Private,,
1352,x Washington St Lodging,Dorchester,02124,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,
1353,x Washington Street,Roslindale,02131,28,0,28,27.0,0.0,27.0,1,0,1.0,Ownership,Private,,
1354,x Washington Street Project,West Roxbury,02132,20,0,20,17.0,0.0,17.0,3,0,3.0,Ownership,Private,,
1355,x Waverly Street,Roxbury,02119,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
1356,x Wayland St. Dorchester - COB,Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1357,"x Wellesley Park, #1",Dorchester,02124,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
1358,x Wenhan St (RDP),Jamaica Plain,02130,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1359,x Wentworth St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1360,x West 7th St (BRA acq),South Boston,02127,15,0,15,0.0,0.0,0.0,15,0,15.0,Ownership,Private,,
1361,x West 7th Street,South Boston,02127,25,0,25,24.0,0.0,24.0,1,0,1.0,Ownership,Private,,
1362,x West Broadway,South Boston,02127,49,0,49,43.0,0.0,43.0,6,0,6.0,Ownership,Private,,
1363,x West Second St Condos,South Boston,02127,15,0,15,13.0,0.0,13.0,2,0,2.0,Ownership,Private,,
1364,x West Walnut Pk.,Jamaica Plain,02119,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1365,x Western Ave,Brighton,02135,132,132,0,115.0,115.0,0.0,17,17,0.0,Rental,Private,,
1366,x Westland Avenue,Fenway,02115,20,20,0,18.0,18.0,0.0,2,2,0.0,Rental,Private,,
1367,x Westminister Ave,Roxbury,02119,4,0,4,0.0,0.0,0.0,4,0,4.0,Ownership,Private,,
1368,x Westminster (AOP),Hyde Park,02136,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1369,x Westmore Rd (BuildHome),Mattapan,02126,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1370,x Wheatland Avenue,Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1371,x Wildwood Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1372,x Willow Court,Dorchester,02125,14,0,14,12.0,0.0,12.0,2,0,2.0,Ownership,Private,,
1373,x Winston Rd,Dorchester,02126,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1374,x Woodbine (REO),Roxbury,02119,2,0,2,0.0,0.0,0.0,2,0,2.0,Ownership,Private,,
1375,x Woodbine Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1376,x Woodrow Ave (James VUP),Dorchester,02124,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
1377,x Woodville,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1378,x Woodward St (AOP),South Boston,02127,15,15,0,0.0,0.0,0.0,15,15,0.0,Rental,Private,,
1379,x Wordsworth St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1380,x x Harrishof St,Roxbury,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1381,x Zeigler Street,Roxbury,02119,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
1382,xx A Street,South Boston,02127,23,0,23,20.0,0.0,20.0,3,0,3.0,Ownership,Private,,
1383,xx B Street,South Boston,02127,32,0,32,28.0,0.0,28.0,4,0,4.0,Ownership,Private,,
1384,xx Blue Hill Ave,Roxbury,02119,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1385,xx Bowdoin St,Dorchester,02124,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Public,,
1386,xx Chaucer St (AOP),East Boston,02128,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1387,xx Chelsea St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1388,xx Coleman Street,Dorchester,02125,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1389,xx Cummins Highway,Mattapan,02126,16,16,0,0.0,0.0,0.0,16,16,0.0,Rental,Private,,
1390,xx Dorchester Ave,Dorchester,02124,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1391,xx Dorchester St,South Boston,02127,30,0,30,26.0,0.0,26.0,4,0,4.0,Ownership,Private,,
1392,xx Eustis Street,Roxbury,02119,14,14,0,0.0,0.0,0.0,14,14,0.0,Rental,Private,,
1393,xx Everett St,East Boston,02128,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1394,xx Gladstone St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1395,xx Harrison Ave,South End,02118,84,0,84,34.0,0.0,34.0,50,0,50.0,Ownership,Private,,
1396,xx Huckins St,Roxbury,02119,4,4,0,0.0,0.0,0.0,4,4,0.0,Cooperative,Private,,
1397,xx L Street,South Boston,02127,13,0,13,11.0,0.0,11.0,2,0,2.0,Ownership,Private,,
1398,xx Lexington St (1-4 Program),East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1399,xx Magnolia St,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1400,xx Marion St,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1401,xx Market St,Brighton,02135,17,17,0,15.0,15.0,0.0,2,2,0.0,Rental,Private,,
1402,xx Maverick St,East Boston,02128,33,0,33,29.0,0.0,29.0,4,0,4.0,Ownership,Private,,
1403,xx Maywood Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1404,xx Nelson Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1405,xx Old Colony Ave,South Boston,02127,14,0,14,12.0,0.0,12.0,2,0,2.0,Ownership,Private,,
1406,xx River Street,Hyde Park,02136,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1407,xx Saratoga St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1408,xx Talbot Ave,Dorchester,02124,13,13,0,0.0,0.0,0.0,13,13,0.0,Rental,Private,Y,
1409,xx Tremont Street,Mission Hill,02120,66,66,0,65.0,65.0,0.0,1,1,0.0,Rental,Private,,
1410,xx W Broadway,South Boston,02127,33,0,33,29.0,0.0,29.0,4,0,4.0,Ownership,Private,,
1411,xx Washington St,Jamaica Plain,02130,40,0,40,33.0,0.0,33.0,7,0,7.0,Ownership,Private,,
1412,xx Wentworth St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1413,xx West Broadway,South Boston,02127,24,0,24,21.0,0.0,21.0,3,0,3.0,Ownership,Private,,
1414,xxx A Street,South Boston,02127,12,0,12,11.0,0.0,11.0,1,0,1.0,Ownership,Private,,
1415,xxx Beacon St,Fenway,02215,45,45,0,39.0,39.0,0.0,6,6,0.0,Rental,Private,,
1416,xxx Blue Hill Ave,Roxbury,02119,3,2,1,0.0,0.0,0.0,3,1,2.0,Ownership/Rental,Private,,
1417,xxx Blue Hill Avenue,Dorchester,02121,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1418,xxx Boylston Street,Fenway,02215,212,212,0,188.0,188.0,0.0,24,24,0.0,Rental,Private,,
1419,xxx Clarkson St (REO),Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1420,xxx Harrison Ave,South End,02118,225,162,63,194.0,137.0,57.0,31,25,6.0,Ownership/Rental,Private,,
1421,xxx Marion St,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1422,xxx Saratoga Street,East Boston,02128,18,18,0,15.0,15.0,0.0,3,3,0.0,Rental,Private,,
1423,xxx Washington St,Jamaica Plain,02130,76,73,3,64.0,64.0,0.0,12,9,3.0,Ownership/Rental,Private,,
1424,xxx West Broadway,South Boston,02127,31,31,0,27.0,27.0,0.0,4,4,0.0,Rental,Private,,
1425,xxxx Beacon St,Fenway,02215,32,32,0,28.0,28.0,0.0,4,4,0.0,Rental,Private,,
1426,xxxx Blue Hill Ave,Mattapan,02126,13,0,13,12.0,0.0,12.0,1,0,1.0,Ownership,Private,,
1427,xxxx Blue Hill Avenue,Roxbury,02119,5,0,5,0.0,0.0,0.0,5,0,5.0,Ownership,Private,,
1428,xxxx Boylston Street,Downtown,02116,48,48,0,45.0,45.0,0.0,3,3,0.0,Rental,Private,,
1429,xxxx Clarkson St (REO),Dorchester,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1430,xxxx Saratoga Street,East Boston,02128,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,Y
1431,xxxx Washington St,Jamaica Plain,02130,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1432,xxxx West Broadway,South Boston,02127,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,
1433,xxxxx Blue Hill Ave,Dorchester,02121,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Public,,
1434,xxxxx Clarkson St (REO),Dorchester,02125,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1435,xxxxx Washington St,Jamaica Plain,02130,21,21,0,17.0,17.0,0.0,4,4,0.0,Rental,Private,,
1436,xxxxx West Broadway,South Boston,02127,15,15,0,13.0,13.0,0.0,2,2,0.0,Ownership,Private,,
1437,xxxxxx Washington St,Dorchester,02124,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1438,xxxxxx West Broadway,South Boston,02127,24,24,0,21.0,0.0,21.0,3,0,3.0,Ownership,Private,,
1439,xxxxxxx Blue Hill Ave,Roxbury,02119,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Public,,
1440,xxxxxxxx Blue Hill Ave,Roxbury,02119,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Private,,
1441,YouthBuild Ruskindale Rd,Hyde Park,02136,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1442,YWCA Berkeley,South End,02116,208,208,0,168.0,168.0,0.0,40,40,0.0,Rental,Private,,
1443,YWCA Boston Units,Back Bay,02116,115,115,0,36.0,36.0,0.0,79,79,0.0,Rental,Private,?,
1444,Zebra Condominium,South End,02118,10,7,3,7.0,7.0,0.0,3,0,3.0,Ownership/Rental,Private,,
