,Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8
1087,x Chelsea Street E. Boston - COB,East Boston,02128,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1088,x Chestnut Ave (1-4 Program),Jamaica Plain,02130,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1090,x Chipman St (RDP),Dorchester,02124,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1091,x Clarkson St,Dorchester,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1092,x Clifton St,Dorchester,02125,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Public,,
1093,x Clifton St (RDP),Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1095,x Coleman St (1-4 Program),Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1096,x Coleman St (REO),Dorchester,02125,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1097,x Coleman Street,Dorchester,02125,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1098,x Colonial Avenue E+,Dorchester,02124,4,0,4,3.0,0.0,3.0,1,0,1.0,Ownership,Private,,
1099,x Columbus Ave,Roxbury,02119,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,,
1100,x Columbus Ave Conversion,South end,02116,62,0,62,54.0,0.0,54.0,8,0,8.0,Ownership,Private,,
1102,x Commercial St,North End,02109,20,0,20,18.0,0.0,18.0,2,0,2.0,Ownership ,Private,,
1107,x Corman Road Mattapan - COB,Mattapan,02126,2,1,1,1.0,0.0,1.0,1,0,1.0,Ownership,Private,,
1108,x Cranston St,Jamaica Plain,02130,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1111,x D St,South Boston,02127,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
1113,x Dacia Street,Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1114,x Dale Street Condominium,Roxbury,02119,4,0,4,0.0,0.0,0.0,4,0,4.0,Ownership,Private,,
1115,x Devon Street,Dorchester,02121,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1116,x Dorchester Av,Dorchester,02124,64,0,64,56.0,56.0,0.0,8,8,0.0,Rental,Private,,
1117,x Dorchester Ave,Dorchester,02125,13,0,13,11.0,0.0,11.0,2,0,2.0,Ownership,Private,,
1119,x Dorchester Avenue,South Boston,02127,33,0,33,29.0,0.0,29.0,4,0,4.0,Ownership,Private,,
1121,x Dorchester St.,South Boston,02127,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,
1122,x Draper St (BuildHOME),Dorchester,02122,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1123,x Dudley St (REO),Dorchester,02125,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Private,,
1125,x Dunlap Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1126,x Dunreath St (RDP),Roxbury,02119,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1127,x E Eagle Street (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1128,x E Fifth Street,South Boston,02127,19,0,19,17.0,0.0,17.0,2,0,2.0,Ownership,Private,,
1129,x E Second St,South Boston,02127,16,0,16,14.0,0.0,14.0,2,0,2.0,Ownership,Private,,
1130,x E Third St,South Boston,02127,18,0,18,16.0,0.0,16.0,2,0,2.0,Ownership,Private,,
1132,x East Brookline,South End,02118,6,0,6,5.0,0.0,5.0,1,0,1.0,Ownership,Private,,
1133,x East First,South Boston,02127,28,0,28,24.0,0.0,24.0,4,0,4.0,Ownership,Private,,
1136,x East Springfield St,South End,02118,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,,Y
1137,x East Third St,South Boston,02127,18,0,18,16.0,0.0,16.0,2,0,2.0,Ownership,Private,,
1138,x Elizabeth St,Mattapan,02126,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1139,x Ellington St,Dorchester,02121,6,6,0,0.0,0.0,0.0,6,6,0.0,Cooperative,Private,,
1140,x Elwyn Road (REO),Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1141,x Esmond Street,Dorchester,02121,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1142,x Eustis Street,Roxbury,02119,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1143,x Eutaw St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1144,x Evans Street: Perry,Dorchester,02124,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1145,x Everett St,East Boston,02128,19,0,19,17.0,0.0,17.0,2,0,2.0,Ownership,Private,,
1146,x Fairland St (Lee VUP),Roxbury,02119,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1147,x Fairmount Ave,Hyde Park,02136,10,0,10,9.0,0.0,9.0,1,0,1.0,Ownership,Private,,
1148,x Falcon St (AOP),East Boston,02128,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1151,x Fottler (REMS Land),Mattapan,02126,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1152,x Gaston (RDP),Roxbury,02121,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1153,x Gladstone St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1154,x Glendon St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1155,x Glenway St,Dorchester,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1156,x Glenway Street,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1157,x Glenway Street (1-4),Dorchester,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1158,x Gordon Avenue,Hyde Park,02136,2,0,2,0.0,0.0,0.0,2,0,2.0,Ownership,Private,,
1159,x Green Street,Jamaica Plain,02130,21,0,21,18.0,0.0,18.0,3,0,3.0,Ownership,Private,,
1160,x Greenbrier St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1161,x Greenwich Park*,South End,02118,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,,
1162,x H Street,South Boston,02127,11,0,11,10.0,0.0,10.0,1,0,1.0,Ownership,Private,,
1165,x Harold Street,Roxbury,02119,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1167,x Harrison Ave Condos,South End,02118,39,0,39,36.0,0.0,36.0,3,0,3.0,Ownership,Private,,
1168,x Harrison Avenue,South End,02118,4,0,4,3.0,0.0,3.0,1,0,1.0,Ownership/Rental,Private,,
1169,x Harvard Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1170,x Hawthorne Pl,West End,02114,480,0,480,479.0,0.0,479.0,1,0,1.0,Ownership/Rental,Private,,
1171,x Hawthorne Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1174,x Hendry St (REO),Dorchester,02122,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1175,x Hichborn St,Brighton,02135,23,0,23,20.0,0.0,20.0,3,3,0.0,Rental,Private,,
1176,x Highland St E+,Roxbury,02119,4,0,4,3.0,0.0,3.0,1,0,1.0,Ownership,Private,,
1177,x Highland Street,Roxbury,02119,5,0,5,4.0,0.0,4.0,1,0,1.0,Ownership,Private,,
1178,x Holborn Terrace,Roxbury,02121,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
1179,x Hollander Street,Roxbury,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1180,x Homes Ave Development,Dorchester,02122,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1181,x Hosmer St (Lee VUP),Mattapan,02126,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
1183,x Howard Ave,Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1184,x Huckins St,Roxbury,02119,4,4,0,0.0,0.0,0.0,4,4,0.0,Cooperative,Private,,
1185,x Hudson St (AOP),Chinatown,02111,4,0,4,0.0,0.0,0.0,4,0,4.0,Ownership,Private,,
1186,x Humboldt Avenue,Roxbury,02121,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1188,x Humphreys Place (AOP),Dorchester,02125,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1190,x Hutchings Street,Roxbury,02121,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1191,x Hyde Park Ave,Roslindale,02131,8,0,8,0.0,0.0,0.0,8,0,8.0,Ownership,Private,,
1192,x Hyde Park Avenue,Roslindale,02136,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1193,x Intervale St (RDP),Roxbury,02121,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1194,x Itasca Street,Mattapan,02126,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1195,x Juniper Street,Roxbury,02119,4,3,1,1.0,1.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1196,x Kingsdale St,Dorchester,02124,3,1,2,1.0,0.0,1.0,2,1,1.0,Ownership/Rental,Private,,
1198,x Landor Road,Mattapan,02126,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1199,x Lawnwood Place Project,Charlestown,02129,9,0,9,5.0,0.0,5.0,4,0,4.0,Ownership,Private,,
1200,x Lawrence Avenue,Dorchester,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1201,x Leighton Rd Foreclosed Home Sale,Hyde Park,02136,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1202,x Leroy St (AOP),Dorchester,02122,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1203,x Levant St,Dorchester,02122,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1204,x Lexington Ave (AOP),Hyde Park,02136,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1205,x Lexington St (1-4 Program),East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1206,x Lexington/92-94 Putnam (1-4),East Boston,02128,4,0,4,0.0,0.0,0.0,4,0,4.0,Ownership,Private,,
1207,x Leyden St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1208,x Lorne Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1209,x Magnolia St,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1210,x Magnolia St (RDP),Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1211,x Mallon Road,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1213,x Manor St (RDP),Dorchester,02122,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1214,x Marion Place,East Boston,02128,1,0,1,0.0,0.0,0.0,1,1,0.0,Ownership,Private,,
1215,x Marion St,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1216,x Market St,Brighton,02135,29,0,29,25.0,0.0,25.0,4,0,4.0,Ownership,Private,,
1220,x Massachusetts Avenue,South End,02118,10,0,10,8.0,0.0,8.0,2,0,2.0,Ownership,Private,,
1221,x Maverick St,East Boston,02128,37,0,37,32.0,0.0,32.0,5,0,5.0,Ownership,Private,,
1222,x Maverick St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1223,x Maywood Street,Roxbury,02119,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1225,x Medford St,Charlestown,02129,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,
1226,x Metropolitan Ave,Hyde Park,02136,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1227,x Milton Street,Dorchester,02124,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1228,x Minden St,Jamaica Plain,02130,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1229,x Minden Street,Jamaica Plain,02130,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1231,x Monsignor Way,Dorchester,02124,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1232,x Morris Street (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1233,x Morse Street,Dorchester,02121,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1234,x Mount Everett NHI,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1237,x Mt. Pleasant Avenue,Roxbury,02119,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
1238,x Murray Ave,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1239,x Murray Ave (1-4),Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1241,x N Beacon St (Condo Phase),Brighton,02135,9,0,9,8.0,0.0,8.0,1,0,1.0,Ownership,Private,,
1244,x Nelson Street,Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1246,x Newbury - Virgin Records,Back Bay,02115,54,0,54,49.0,0.0,49.0,5,0,5.0,Ownership,Private,,
1247,x Nightingale Street,Dorchester,02124,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1248,x Norfolk Street (RDP),Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1249,x North Ave/YouthBuild,Roxbury,02119,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
1250,x Northampton Apts,Roxbury,02118,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,
1251,x Norwell St - YouthBuild,Dorchester,02121,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1252,x Norwell Street (REO/Private Acquisition),Dorchester,02121,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1253,x Oak Street (AOP),Chinatown,02111,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,
1254,x Old Colony,South Boston,02127,24,0,24,21.0,0.0,21.0,3,0,3.0,Ownership,Private,,
1256,x Orleans Street,East Boston,02128,14,0,14,12.0,0.0,12.0,2,0,2.0,Ownership,Private,,
1257,x Otisfield St (BuildHome),Roxbury,02121,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1258,x Page St (James VUP),Dorchester,02121,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1259,x Park Drive,Fenway,02215,21,0,21,18.0,0.0,18.0,3,0,3.0,Ownership,Private,,
1260,x Park St,Dorchester,02122,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1262,x Park St/YouthBuild,Dorchester,02124,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1264,x Peacevale Rd,Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1268,x Pleasant St,Dorchester,02125,17,0,17,15.0,0.0,15.0,2,0,2.0,Ownership,Private,,
1269,x Prescott Street,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1270,x Prince St Catholic Church Property,North End,02113,57,0,57,51.0,0.0,51.0,6,0,6.0,Ownership,Private,,
1271,x Princeton St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1272,x Princeton Street (1-4),East Boston,02128,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,
1273,x Puritan Ave,Dorchester,02121,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1274,x Putnam St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1275,x Quincy St (REO),Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1276,x Quincy Street,Dorchester,02122,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1277,x Quincy Street (1-4),Roxbury,02121,3,0,3,0.0,0.0,0.0,3,0,3.0,Ownership,Private,,
1278,x Ridgewood St. (REO),Dorchester,02122,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1279,x Rill St (BuildHome),Dorchester,02125,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1282,x River Street,Mattapan,02126,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1284,x Rockland Avenue,Roxbury,02119,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1285,x Rockwell Street,Dorchester,02124,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1288,x Ruskindale Road,Hyde Park,02136,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1289,x Rutherford Ave,Charlestown,02129,22,0,22,19.0,0.0,19.0,3,0,3.0,Ownership,Private,,
1290,x Saratoga St,East Boston,02128,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1291,x Saratoga St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1293,x Savin Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1294,x Schuyler St (BuildHome),Roxbury,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1295,x Seaver Street,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1296,x Selden St,Dorchester,02124,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1297,x Selden St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1300,x Southern Ave (Johnson VUP),Dorchester,02124,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
1301,x Spencer St (RDP),Dorchester,02124,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1302,x Spencer Street,Dorchester,02124,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1305,x St Andrew Rd (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1306,x St. Andrew Rd (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1308,x Stillman St. Conodminium,North End,02113,28,0,28,25.0,0.0,25.0,3,0,3.0,Ownership,Private,,
1310,x Stoughton Neighborhood Homes,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1311,x Stratton Street,Dorchester,02124,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1312,x Summit Aveue,Brighton,02135,15,0,15,14.0,0.0,14.0,1,0,1.0,Ownership,Private,,
1314,x Sumner Street [Clippership Wharf Offsite Affd],East Boston,02128,30,0,30,16.0,0.0,16.0,14,0,14.0,Ownership,Public,,
1315,x SUSSEX (RDP),Roxbury,02120,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1316,x Sussex Street (RDP),Roxbury,02120,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1317,x Taber St,Roxbury,02119,45,0,45,39.0,0.0,39.0,6,0,6.0,Ownership,Private,,
1318,x Tafthill Park,Roslindale,02131,19,0,19,17.0,0.0,17.0,2,0,2.0,Ownership,Private,,
1320,x Talbot Ave (REO),Dorchester,02124,4,3,1,0.0,0.0,0.0,4,3,1.0,Ownership/Rental,Private,,
1321,x Talbot Avenue,Dorchester,02124,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,
1323,x Toledo Terrace,Dorchester,02122,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1324,x Tonawanda St (Johnson VUP),Dorchester,02124,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,
1325,x Topliff St (REO),Dorchester,02122,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1326,x Tremlett Street,Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1327,x Tremont,South End,02118,4,4,0,3.0,3.0,0.0,1,1,0.0,Rental,Private,,
1328,x Tremont St,South End,02118,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,
1334,x W Broadway,South Boston,02127,42,0,42,37.0,0.0,37.0,5,0,5.0,Ownership,Private,,
1337,x W Park St (AOP),Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1338,x W Second,South Boston,02127,29,0,29,25.0,0.0,25.0,4,0,4.0,Ownership,Private,,
1339,x W Second St,South Boston,02127,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1340,x Walk Hill St (Johnson VUP),Mattapan,02126,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,
1341,x Walley St,East Boston,02128,38,0,38,33.0,0.0,33.0,5,0,5.0,Ownership,Private,,
1342,x Wareham,South End,02118,18,0,18,16.0,0.0,16.0,2,0,2.0,Ownership,Private,,
1344,x Warren Street (1-4),Roxbury,02119,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1345,x Warren Supportive Housing Phase 1 - Acquisition,Roxbury,02121,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,
1348,x Washington [Belvidere/Dalton East Offsites],Roxbury,02119,16,0,16,9.0,0.0,9.0,7,0,7.0,Ownership,Private,,
1352,x Washington St Lodging,Dorchester,02124,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,
1353,x Washington Street,Roslindale,02131,28,0,28,27.0,0.0,27.0,1,0,1.0,Ownership,Private,,
1354,x Washington Street Project,West Roxbury,02132,20,0,20,17.0,0.0,17.0,3,0,3.0,Ownership,Private,,
1355,x Waverly Street,Roxbury,02119,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
1356,x Wayland St. Dorchester - COB,Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1357,"x Wellesley Park, #1",Dorchester,02124,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
1358,x Wenhan St (RDP),Jamaica Plain,02130,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1359,x Wentworth St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1360,x West 7th St (BRA acq),South Boston,02127,15,0,15,0.0,0.0,0.0,15,0,15.0,Ownership,Private,,
1361,x West 7th Street,South Boston,02127,25,0,25,24.0,0.0,24.0,1,0,1.0,Ownership,Private,,
1362,x West Broadway,South Boston,02127,49,0,49,43.0,0.0,43.0,6,0,6.0,Ownership,Private,,
1363,x West Second St Condos,South Boston,02127,15,0,15,13.0,0.0,13.0,2,0,2.0,Ownership,Private,,
1364,x West Walnut Pk.,Jamaica Plain,02119,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1367,x Westminister Ave,Roxbury,02119,4,0,4,0.0,0.0,0.0,4,0,4.0,Ownership,Private,,
1368,x Westminster (AOP),Hyde Park,02136,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1369,x Westmore Rd (BuildHome),Mattapan,02126,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,
1370,x Wheatland Avenue,Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1371,x Wildwood Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1372,x Willow Court,Dorchester,02125,14,0,14,12.0,0.0,12.0,2,0,2.0,Ownership,Private,,
1373,x Winston Rd,Dorchester,02126,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1374,x Woodbine (REO),Roxbury,02119,2,0,2,0.0,0.0,0.0,2,0,2.0,Ownership,Private,,
1375,x Woodbine Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1376,x Woodrow Ave (James VUP),Dorchester,02124,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,
1377,x Woodville,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1379,x Wordsworth St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1380,x x Harrishof St,Roxbury,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1381,x Zeigler Street,Roxbury,02119,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,
1382,xx A Street,South Boston,02127,23,0,23,20.0,0.0,20.0,3,0,3.0,Ownership,Private,,
1383,xx B Street,South Boston,02127,32,0,32,28.0,0.0,28.0,4,0,4.0,Ownership,Private,,
1384,xx Blue Hill Ave,Roxbury,02119,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1385,xx Bowdoin St,Dorchester,02124,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Public,,
1386,xx Chaucer St (AOP),East Boston,02128,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,
1387,xx Chelsea St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1388,xx Coleman Street,Dorchester,02125,1,0,1,0.0,0.0,0.0,1,0,1.0,Ownership,Private,,
1390,xx Dorchester Ave,Dorchester,02124,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,
1391,xx Dorchester St,South Boston,02127,30,0,30,26.0,0.0,26.0,4,0,4.0,Ownership,Private,,
1393,xx Everett St,East Boston,02128,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,
1394,xx Gladstone St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,
1395,xx Harrison Ave,South End,02118,84,0,84,34.0,0.0,34.0,50,0,50.0,Ownership,Private,,
1396,xx Huckins St,Roxbury,02119,4,4,0,0.0,0.0,0.0,4,4,0.0,Cooperative,Private,,
1397,xx L Street,South Boston,02127,13,0,13,11.0,0.0,11.0,2,0,2.0,Ownership,Private,,
1398,xx Lexington St (1-4 Program),East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
1399,xx Magnolia St,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,
